tabla,registro_json
beneficiarios_proveedores,"{""id_proveedor"": 11, ""tipo"": ""PERITO"", ""ciudad"": ""Ambato"", ""reclamos_asociados"": 5, ""monto_promedio_reclamado"": ""18791.90"", ""porcentaje_casos_observados"": ""40.00"", ""antiguedad_meses"": 133, ""created_at"": ""2026-05-05 09:37:00"", ""updated_at"": ""2026-05-08 12:58:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 12, ""tipo"": ""PERITO"", ""ciudad"": ""Guayaquil"", ""reclamos_asociados"": 3, ""monto_promedio_reclamado"": ""17027.41"", ""porcentaje_casos_observados"": ""33.33"", ""antiguedad_meses"": 60, ""created_at"": ""2026-05-06 10:44:00"", ""updated_at"": ""2026-05-09 13:05:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 13, ""tipo"": ""PROVEEDOR"", ""ciudad"": ""Machala"", ""reclamos_asociados"": 0, ""monto_promedio_reclamado"": ""0.00"", ""porcentaje_casos_observados"": ""14.70"", ""antiguedad_meses"": 56, ""created_at"": ""2026-05-07 11:51:00"", ""updated_at"": ""2026-05-10 14:12:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 14, ""tipo"": ""PROVEEDOR"", ""ciudad"": ""Guayaquil"", ""reclamos_asociados"": 5, ""monto_promedio_reclamado"": ""16149.71"", ""porcentaje_casos_observados"": ""21.74"", ""antiguedad_meses"": 51, ""created_at"": ""2026-05-08 12:58:00"", ""updated_at"": ""2026-05-11 15:19:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 15, ""tipo"": ""PERITO"", ""ciudad"": ""Guayaquil"", ""reclamos_asociados"": 4, ""monto_promedio_reclamado"": ""18968.45"", ""porcentaje_casos_observados"": ""25.00"", ""antiguedad_meses"": 79, ""created_at"": ""2026-05-09 13:05:00"", ""updated_at"": ""2026-05-12 16:26:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 16, ""tipo"": ""PROVEEDOR"", ""ciudad"": ""Guayaquil"", ""reclamos_asociados"": 6, ""monto_promedio_reclamado"": ""11257.36"", ""porcentaje_casos_observados"": ""6.63"", ""antiguedad_meses"": 151, ""created_at"": ""2026-05-10 14:12:00"", ""updated_at"": ""2026-05-13 17:33:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 17, ""tipo"": ""CLINICA"", ""ciudad"": ""Manta"", ""reclamos_asociados"": 1, ""monto_promedio_reclamado"": ""2225.80"", ""porcentaje_casos_observados"": ""9.43"", ""antiguedad_meses"": 80, ""created_at"": ""2026-05-11 15:19:00"", ""updated_at"": ""2026-05-14 08:40:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 18, ""tipo"": ""PERITO"", ""ciudad"": ""Guayaquil"", ""reclamos_asociados"": 4, ""monto_promedio_reclamado"": ""25946.51"", ""porcentaje_casos_observados"": ""11.01"", ""antiguedad_meses"": 24, ""created_at"": ""2026-05-12 16:26:00"", ""updated_at"": ""2026-05-15 09:47:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 19, ""tipo"": ""PERITO"", ""ciudad"": ""Guayaquil"", ""reclamos_asociados"": 5, ""monto_promedio_reclamado"": ""9182.88"", ""porcentaje_casos_observados"": ""20.00"", ""antiguedad_meses"": 38, ""created_at"": ""2026-05-13 17:33:00"", ""updated_at"": ""2026-05-16 10:54:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 20, ""tipo"": ""PROVEEDOR"", ""ciudad"": ""Daule"", ""reclamos_asociados"": 2, ""monto_promedio_reclamado"": ""12695.42"", ""porcentaje_casos_observados"": ""14.53"", ""antiguedad_meses"": 26, ""created_at"": ""2026-05-14 08:40:00"", ""updated_at"": ""2026-05-17 11:01:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 21, ""tipo"": ""BENEFICIARIO"", ""ciudad"": ""Daule"", ""reclamos_asociados"": 3, ""monto_promedio_reclamado"": ""38119.61"", ""porcentaje_casos_observados"": ""33.33"", ""antiguedad_meses"": 89, ""created_at"": ""2026-05-15 09:47:00"", ""updated_at"": ""2026-05-18 12:08:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 22, ""tipo"": ""TALLER"", ""ciudad"": ""Loja"", ""reclamos_asociados"": 2, ""monto_promedio_reclamado"": ""33163.36"", ""porcentaje_casos_observados"": ""50.00"", ""antiguedad_meses"": 144, ""created_at"": ""2026-05-16 10:54:00"", ""updated_at"": ""2026-05-19 13:15:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 23, ""tipo"": ""CLINICA"", ""ciudad"": ""Daule"", ""reclamos_asociados"": 4, ""monto_promedio_reclamado"": ""30334.04"", ""porcentaje_casos_observados"": ""25.00"", ""antiguedad_meses"": 60, ""created_at"": ""2026-05-17 11:01:00"", ""updated_at"": ""2026-05-20 14:22:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 24, ""tipo"": ""CLINICA"", ""ciudad"": ""Portoviejo"", ""reclamos_asociados"": 6, ""monto_promedio_reclamado"": ""14380.89"", ""porcentaje_casos_observados"": ""16.67"", ""antiguedad_meses"": 138, ""created_at"": ""2026-05-18 12:08:00"", ""updated_at"": ""2026-05-21 15:29:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 25, ""tipo"": ""CLINICA"", ""ciudad"": ""Ambato"", ""reclamos_asociados"": 1, ""monto_promedio_reclamado"": ""22184.07"", ""porcentaje_casos_observados"": ""100.00"", ""antiguedad_meses"": 153, ""created_at"": ""2026-05-19 13:15:00"", ""updated_at"": ""2026-05-22 16:36:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 26, ""tipo"": ""CLINICA"", ""ciudad"": ""Loja"", ""reclamos_asociados"": 2, ""monto_promedio_reclamado"": ""4497.92"", ""porcentaje_casos_observados"": ""16.79"", ""antiguedad_meses"": 162, ""created_at"": ""2026-05-20 14:22:00"", ""updated_at"": ""2026-05-23 17:43:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 27, ""tipo"": ""TALLER"", ""ciudad"": ""Quito"", ""reclamos_asociados"": 1, ""monto_promedio_reclamado"": ""8465.85"", ""porcentaje_casos_observados"": ""2.96"", ""antiguedad_meses"": 89, ""created_at"": ""2026-05-21 15:29:00"", ""updated_at"": ""2026-05-24 08:50:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 28, ""tipo"": ""CLINICA"", ""ciudad"": ""Cuenca"", ""reclamos_asociados"": 3, ""monto_promedio_reclamado"": ""11552.11"", ""porcentaje_casos_observados"": ""33.33"", ""antiguedad_meses"": 37, ""created_at"": ""2026-05-22 16:36:00"", ""updated_at"": ""2026-05-25 09:57:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 29, ""tipo"": ""TALLER"", ""ciudad"": ""Santo Domingo"", ""reclamos_asociados"": 3, ""monto_promedio_reclamado"": ""26505.98"", ""porcentaje_casos_observados"": ""33.33"", ""antiguedad_meses"": 140, ""created_at"": ""2026-05-23 17:43:00"", ""updated_at"": ""2026-05-26 10:04:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 30, ""tipo"": ""PROVEEDOR"", ""ciudad"": ""Quito"", ""reclamos_asociados"": 1, ""monto_promedio_reclamado"": ""15389.92"", ""porcentaje_casos_observados"": ""19.70"", ""antiguedad_meses"": 26, ""created_at"": ""2026-05-24 08:50:00"", ""updated_at"": ""2026-05-27 11:11:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 31, ""tipo"": ""TALLER"", ""ciudad"": ""Santo Domingo"", ""reclamos_asociados"": 2, ""monto_promedio_reclamado"": ""26575.21"", ""porcentaje_casos_observados"": ""50.00"", ""antiguedad_meses"": 92, ""created_at"": ""2026-05-25 09:57:00"", ""updated_at"": ""2026-05-01 12:18:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 32, ""tipo"": ""PROVEEDOR"", ""ciudad"": ""Machala"", ""reclamos_asociados"": 2, ""monto_promedio_reclamado"": ""5779.38"", ""porcentaje_casos_observados"": ""13.15"", ""antiguedad_meses"": 29, ""created_at"": ""2026-05-26 10:04:00"", ""updated_at"": ""2026-05-02 13:25:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 33, ""tipo"": ""CLINICA"", ""ciudad"": ""Ambato"", ""reclamos_asociados"": 1, ""monto_promedio_reclamado"": ""6029.65"", ""porcentaje_casos_observados"": ""12.81"", ""antiguedad_meses"": 56, ""created_at"": ""2026-05-27 11:11:00"", ""updated_at"": ""2026-05-03 14:32:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 34, ""tipo"": ""OTRO"", ""ciudad"": ""Ambato"", ""reclamos_asociados"": 3, ""monto_promedio_reclamado"": ""6311.68"", ""porcentaje_casos_observados"": ""7.29"", ""antiguedad_meses"": 45, ""created_at"": ""2026-05-01 12:18:00"", ""updated_at"": ""2026-05-04 15:39:00""}"
beneficiarios_proveedores,"{""id_proveedor"": 35, ""tipo"": ""OTRO"", ""ciudad"": ""Ambato"", ""reclamos_asociados"": 1, ""monto_promedio_reclamado"": ""11188.38"", ""porcentaje_casos_observados"": ""3.21"", ""antiguedad_meses"": 135, ""created_at"": ""2026-05-02 13:25:00"", ""updated_at"": ""2026-05-05 16:46:00""}"
siniestros,"{""id_siniestro"": 1, ""id_poliza"": 1, ""id_asegurado"": 50, ""id_proveedor"": 28, ""ramo"": ""OTRO"", ""cobertura"": ""Cobertura especial"", ""fecha_ocurrencia"": ""2026-05-11"", ""fecha_reporte"": ""2026-05-27"", ""monto_reclamado"": ""4830.07"", ""monto_estimado"": ""4173.47"", ""monto_pagado"": ""0.00"", ""estado"": ""CIERRE_SIN_CONSECUENCIA"", ""sucursal"": ""Sucursal Manta"", ""descripcion"": ""Siniestro simulado de ramo otro por cobertura asistencia reportado en Guayaquil."", ""documentos_completos"": ""true"", ""beneficiario"": ""CLINICA"", ""dias_desde_inicio_poliza"": 348, ""dias_desde_fin_poliza"": -17, ""dias_entre_ocurrencia_reporte"": 16, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-15 09:47:00"", ""updated_at"": ""2026-05-18 12:08:00""}"
siniestros,"{""id_siniestro"": 2, ""id_poliza"": 2, ""id_asegurado"": 8, ""id_proveedor"": 11, ""ramo"": ""HOGAR"", ""cobertura"": ""Responsabilidad familiar"", ""fecha_ocurrencia"": ""2025-09-17"", ""fecha_reporte"": ""2025-09-27"", ""monto_reclamado"": ""2482.29"", ""monto_estimado"": ""1985.12"", ""monto_pagado"": ""1540.39"", ""estado"": ""PAGO_TOTAL"", ""sucursal"": ""Matriz Guayaquil"", ""descripcion"": ""Siniestro simulado de ramo hogar por cobertura daños por agua reportado en Ambato."", ""documentos_completos"": ""true"", ""beneficiario"": ""PERITO"", ""dias_desde_inicio_poliza"": 303, ""dias_desde_fin_poliza"": -427, ""dias_entre_ocurrencia_reporte"": 10, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-16 10:54:00"", ""updated_at"": ""2026-05-19 13:15:00""}"
siniestros,"{""id_siniestro"": 3, ""id_poliza"": 3, ""id_asegurado"": 56, ""id_proveedor"": 15, ""ramo"": ""HOGAR"", ""cobertura"": ""Robo domiciliario"", ""fecha_ocurrencia"": ""2023-11-23"", ""fecha_reporte"": ""2023-12-09"", ""monto_reclamado"": ""39825.18"", ""monto_estimado"": ""39104.68"", ""monto_pagado"": ""38351.48"", ""estado"": ""PAGO_TOTAL"", ""sucursal"": ""Sucursal Manta"", ""descripcion"": ""Siniestro simulado de ramo hogar por cobertura responsabilidad familiar reportado en Ambato."", ""documentos_completos"": ""false"", ""beneficiario"": ""PERITO"", ""dias_desde_inicio_poliza"": 275, ""dias_desde_fin_poliza"": -90, ""dias_entre_ocurrencia_reporte"": 16, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-17 11:01:00"", ""updated_at"": ""2026-05-20 14:22:00""}"
siniestros,"{""id_siniestro"": 4, ""id_poliza"": 4, ""id_asegurado"": 13, ""id_proveedor"": 4, ""ramo"": ""SALUD"", ""cobertura"": ""Hospitalización"", ""fecha_ocurrencia"": ""2024-01-20"", ""fecha_reporte"": ""2024-01-22"", ""monto_reclamado"": ""27810.18"", ""monto_estimado"": ""24813.58"", ""monto_pagado"": ""0.00"", ""estado"": ""NEGATIVA"", ""sucursal"": ""Sucursal Cuenca"", ""descripcion"": ""Siniestro simulado de ramo salud por cobertura consulta especializada reportado en Guayaquil."", ""documentos_completos"": ""true"", ""beneficiario"": ""TALLER"", ""dias_desde_inicio_poliza"": 189, ""dias_desde_fin_poliza"": -176, ""dias_entre_ocurrencia_reporte"": 2, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-18 12:08:00"", ""updated_at"": ""2026-05-21 15:29:00""}"
siniestros,"{""id_siniestro"": 5, ""id_poliza"": 5, ""id_asegurado"": 56, ""id_proveedor"": 26, ""ramo"": ""VIDA"", ""cobertura"": ""Enfermedad grave"", ""fecha_ocurrencia"": ""2023-09-24"", ""fecha_reporte"": ""2023-10-05"", ""monto_reclamado"": ""4730.35"", ""monto_estimado"": ""4924.49"", ""monto_pagado"": ""381.04"", ""estado"": ""ANTICIPO"", ""sucursal"": ""Sucursal Cuenca"", ""descripcion"": ""Siniestro simulado de ramo vida por cobertura gastos funerarios reportado en Ambato."", ""documentos_completos"": ""true"", ""beneficiario"": ""CLINICA"", ""dias_desde_inicio_poliza"": 134, ""dias_desde_fin_poliza"": -46, ""dias_entre_ocurrencia_reporte"": 11, ""historial_siniestros_asegurado"": 1, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-19 13:15:00"", ""updated_at"": ""2026-05-22 16:36:00""}"
siniestros,"{""id_siniestro"": 6, ""id_poliza"": 6, ""id_asegurado"": 7, ""id_proveedor"": 21, ""ramo"": ""GENERALES"", ""cobertura"": ""Riesgos nombrados"", ""fecha_ocurrencia"": ""2025-03-16"", ""fecha_reporte"": ""2025-04-10"", ""monto_reclamado"": ""89827.69"", ""monto_estimado"": ""81698.37"", ""monto_pagado"": ""0.00"", ""estado"": ""NEGATIVA"", ""sucursal"": ""Sucursal Cuenca"", ""descripcion"": ""Siniestro simulado de ramo generales por cobertura equipo electrónico reportado en Quito. Caso marcado como observado para entrenamiento por patrones atipicos simulados."", ""documentos_completos"": ""false"", ""beneficiario"": ""ASEGURADO"", ""dias_desde_inicio_poliza"": 158, ""dias_desde_fin_poliza"": -22, ""dias_entre_ocurrencia_reporte"": 25, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 1, ""created_at"": ""2026-05-20 14:22:00"", ""updated_at"": ""2026-05-23 17:43:00""}"
siniestros,"{""id_siniestro"": 7, ""id_poliza"": 7, ""id_asegurado"": 25, ""id_proveedor"": 30, ""ramo"": ""GENERALES"", ""cobertura"": ""Riesgos nombrados"", ""fecha_ocurrencia"": ""2025-03-27"", ""fecha_reporte"": ""2025-04-24"", ""monto_reclamado"": ""15389.92"", ""monto_estimado"": ""14145.42"", ""monto_pagado"": ""0.00"", ""estado"": ""RESERVA"", ""sucursal"": ""Sucursal Quito"", ""descripcion"": ""Siniestro simulado de ramo generales por cobertura riesgos nombrados reportado en Quito."", ""documentos_completos"": ""false"", ""beneficiario"": ""PROVEEDOR"", ""dias_desde_inicio_poliza"": 452, ""dias_desde_fin_poliza"": -278, ""dias_entre_ocurrencia_reporte"": 28, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-21 15:29:00"", ""updated_at"": ""2026-05-24 08:50:00""}"
siniestros,"{""id_siniestro"": 8, ""id_poliza"": 8, ""id_asegurado"": 26, ""id_proveedor"": 26, ""ramo"": ""SALUD"", ""cobertura"": ""Hospitalización"", ""fecha_ocurrencia"": ""2024-04-23"", ""fecha_reporte"": ""2024-05-23"", ""monto_reclamado"": ""4265.48"", ""monto_estimado"": ""3637.66"", ""monto_pagado"": ""0.00"", ""estado"": ""RESERVA"", ""sucursal"": ""Sucursal Machala"", ""descripcion"": ""Siniestro simulado de ramo salud por cobertura consulta especializada reportado en Manta."", ""documentos_completos"": ""true"", ""beneficiario"": ""CLINICA"", ""dias_desde_inicio_poliza"": 187, ""dias_desde_fin_poliza"": -178, ""dias_entre_ocurrencia_reporte"": 30, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-22 16:36:00"", ""updated_at"": ""2026-05-25 09:57:00""}"
siniestros,"{""id_siniestro"": 9, ""id_poliza"": 9, ""id_asegurado"": 49, ""id_proveedor"": 25, ""ramo"": ""VEHICULOS"", ""cobertura"": ""Choque parcial"", ""fecha_ocurrencia"": ""2023-09-06"", ""fecha_reporte"": ""2023-09-07"", ""monto_reclamado"": ""22184.07"", ""monto_estimado"": ""17699.13"", ""monto_pagado"": ""0.00"", ""estado"": ""RESERVA"", ""sucursal"": ""Sucursal Machala"", ""descripcion"": ""Siniestro simulado de ramo vehiculos por cobertura pérdida parcial reportado en Santo Domingo. Caso marcado como observado para entrenamiento por patrones atipicos simulados."", ""documentos_completos"": ""false"", ""beneficiario"": ""CLINICA"", ""dias_desde_inicio_poliza"": 127, ""dias_desde_fin_poliza"": -238, ""dias_entre_ocurrencia_reporte"": 1, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 1, ""created_at"": ""2026-05-23 17:43:00"", ""updated_at"": ""2026-05-26 10:04:00""}"
siniestros,"{""id_siniestro"": 10, ""id_poliza"": 10, ""id_asegurado"": 20, ""id_proveedor"": """", ""ramo"": ""SALUD"", ""cobertura"": ""Cirugía ambulatoria"", ""fecha_ocurrencia"": ""2024-09-20"", ""fecha_reporte"": ""2024-09-29"", ""monto_reclamado"": ""12362.38"", ""monto_estimado"": ""9599.32"", ""monto_pagado"": ""0.00"", ""estado"": ""CIERRE_SIN_CONSECUENCIA"", ""sucursal"": ""Sucursal Manta"", ""descripcion"": ""Siniestro simulado de ramo salud por cobertura hospitalización reportado en Portoviejo."", ""documentos_completos"": ""false"", ""beneficiario"": ""ASEGURADO"", ""dias_desde_inicio_poliza"": 182, ""dias_desde_fin_poliza"": -548, ""dias_entre_ocurrencia_reporte"": 9, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-24 08:50:00"", ""updated_at"": ""2026-05-27 11:11:00""}"
siniestros,"{""id_siniestro"": 11, ""id_poliza"": 11, ""id_asegurado"": 45, ""id_proveedor"": """", ""ramo"": ""VEHICULOS"", ""cobertura"": ""Daños a terceros"", ""fecha_ocurrencia"": ""2023-11-13"", ""fecha_reporte"": ""2023-12-08"", ""monto_reclamado"": ""4764.62"", ""monto_estimado"": ""4993.31"", ""monto_pagado"": ""4166.44"", ""estado"": ""PAGO_TOTAL"", ""sucursal"": ""Matriz Guayaquil"", ""descripcion"": ""Siniestro simulado de ramo vehiculos por cobertura daños a terceros reportado en Machala."", ""documentos_completos"": ""false"", ""beneficiario"": """", ""dias_desde_inicio_poliza"": 179, ""dias_desde_fin_poliza"": -1, ""dias_entre_ocurrencia_reporte"": 25, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-25 09:57:00"", ""updated_at"": ""2026-05-01 12:18:00""}"
siniestros,"{""id_siniestro"": 12, ""id_poliza"": 12, ""id_asegurado"": 24, ""id_proveedor"": 7, ""ramo"": ""HOGAR"", ""cobertura"": ""Incendio"", ""fecha_ocurrencia"": ""2026-04-05"", ""fecha_reporte"": ""2026-04-24"", ""monto_reclamado"": ""4765.57"", ""monto_estimado"": ""4084.21"", ""monto_pagado"": ""1968.23"", ""estado"": ""PAGO_PARCIAL"", ""sucursal"": ""Sucursal Quito"", ""descripcion"": ""Siniestro simulado de ramo hogar por cobertura robo domiciliario reportado en Loja."", ""documentos_completos"": ""true"", ""beneficiario"": ""CLINICA"", ""dias_desde_inicio_poliza"": 225, ""dias_desde_fin_poliza"": -505, ""dias_entre_ocurrencia_reporte"": 19, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-26 10:04:00"", ""updated_at"": ""2026-05-02 13:25:00""}"
siniestros,"{""id_siniestro"": 13, ""id_poliza"": 13, ""id_asegurado"": 50, ""id_proveedor"": 6, ""ramo"": ""VIDA"", ""cobertura"": ""Fallecimiento"", ""fecha_ocurrencia"": ""2025-07-15"", ""fecha_reporte"": ""2025-07-22"", ""monto_reclamado"": ""28288.03"", ""monto_estimado"": ""29440.67"", ""monto_pagado"": ""0.00"", ""estado"": ""RESERVA"", ""sucursal"": ""Matriz Guayaquil"", ""descripcion"": ""Siniestro simulado de ramo vida por cobertura gastos funerarios reportado en Guayaquil."", ""documentos_completos"": ""true"", ""beneficiario"": ""TALLER"", ""dias_desde_inicio_poliza"": 159, ""dias_desde_fin_poliza"": -206, ""dias_entre_ocurrencia_reporte"": 7, ""historial_siniestros_asegurado"": 1, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-27 11:11:00"", ""updated_at"": ""2026-05-03 14:32:00""}"
siniestros,"{""id_siniestro"": 14, ""id_poliza"": 14, ""id_asegurado"": 32, ""id_proveedor"": 16, ""ramo"": ""OTRO"", ""cobertura"": ""Asistencia"", ""fecha_ocurrencia"": ""2025-12-24"", ""fecha_reporte"": ""2025-12-24"", ""monto_reclamado"": ""1745.29"", ""monto_estimado"": ""1826.17"", ""monto_pagado"": ""0.00"", ""estado"": ""CIERRE_SIN_CONSECUENCIA"", ""sucursal"": ""Sucursal Manta"", ""descripcion"": ""Siniestro simulado de ramo otro por cobertura cobertura especial reportado en Santo Domingo."", ""documentos_completos"": ""true"", ""beneficiario"": ""PROVEEDOR"", ""dias_desde_inicio_poliza"": 132, ""dias_desde_fin_poliza"": -598, ""dias_entre_ocurrencia_reporte"": 0, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-01 12:18:00"", ""updated_at"": ""2026-05-04 15:39:00""}"
siniestros,"{""id_siniestro"": 15, ""id_poliza"": 15, ""id_asegurado"": 42, ""id_proveedor"": 18, ""ramo"": ""SALUD"", ""cobertura"": ""Emergencia"", ""fecha_ocurrencia"": ""2025-03-27"", ""fecha_reporte"": ""2025-04-23"", ""monto_reclamado"": ""8445.42"", ""monto_estimado"": ""6389.52"", ""monto_pagado"": ""0.00"", ""estado"": ""CIERRE_SIN_CONSECUENCIA"", ""sucursal"": ""Matriz Guayaquil"", ""descripcion"": ""Siniestro simulado de ramo salud por cobertura medicamentos reportado en Machala."", ""documentos_completos"": ""true"", ""beneficiario"": ""PERITO"", ""dias_desde_inicio_poliza"": 53, ""dias_desde_fin_poliza"": -312, ""dias_entre_ocurrencia_reporte"": 27, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-02 13:25:00"", ""updated_at"": ""2026-05-05 16:46:00""}"
siniestros,"{""id_siniestro"": 16, ""id_poliza"": 16, ""id_asegurado"": 9, ""id_proveedor"": 29, ""ramo"": ""VIDA"", ""cobertura"": ""Incapacidad total"", ""fecha_ocurrencia"": ""2026-04-30"", ""fecha_reporte"": ""2026-05-24"", ""monto_reclamado"": ""61761.02"", ""monto_estimado"": ""53737.26"", ""monto_pagado"": ""0.00"", ""estado"": ""NEGATIVA"", ""sucursal"": ""Sucursal Cuenca"", ""descripcion"": ""Siniestro simulado de ramo vida por cobertura incapacidad total reportado en Quito. Caso marcado como observado para entrenamiento por patrones atipicos simulados."", ""documentos_completos"": ""false"", ""beneficiario"": ""TALLER"", ""dias_desde_inicio_poliza"": 313, ""dias_desde_fin_poliza"": -417, ""dias_entre_ocurrencia_reporte"": 24, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 1, ""created_at"": ""2026-05-03 14:32:00"", ""updated_at"": ""2026-05-06 17:53:00""}"
siniestros,"{""id_siniestro"": 17, ""id_poliza"": 17, ""id_asegurado"": 34, ""id_proveedor"": 31, ""ramo"": ""HOGAR"", ""cobertura"": ""Incendio"", ""fecha_ocurrencia"": ""2025-10-30"", ""fecha_reporte"": ""2025-11-05"", ""monto_reclamado"": ""31027.91"", ""monto_estimado"": ""26149.78"", ""monto_pagado"": ""0.00"", ""estado"": ""NEGATIVA"", ""sucursal"": ""Sucursal Cuenca"", ""descripcion"": ""Siniestro simulado de ramo hogar por cobertura incendio reportado en Daule."", ""documentos_completos"": ""true"", ""beneficiario"": ""TALLER"", ""dias_desde_inicio_poliza"": 238, ""dias_desde_fin_poliza"": -127, ""dias_entre_ocurrencia_reporte"": 6, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-04 15:39:00"", ""updated_at"": ""2026-05-07 08:00:00""}"
siniestros,"{""id_siniestro"": 18, ""id_poliza"": 18, ""id_asegurado"": 58, ""id_proveedor"": 24, ""ramo"": ""VIDA"", ""cobertura"": ""Incapacidad total"", ""fecha_ocurrencia"": ""2023-04-04"", ""fecha_reporte"": ""2023-04-04"", ""monto_reclamado"": ""43356.97"", ""monto_estimado"": ""40058.56"", ""monto_pagado"": ""36160.42"", ""estado"": ""LIQUIDADO"", ""sucursal"": ""Sucursal Quito"", ""descripcion"": ""Siniestro simulado de ramo vida por cobertura enfermedad grave reportado en Loja."", ""documentos_completos"": ""true"", ""beneficiario"": ""CLINICA"", ""dias_desde_inicio_poliza"": 63, ""dias_desde_fin_poliza"": -302, ""dias_entre_ocurrencia_reporte"": 0, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-05 16:46:00"", ""updated_at"": ""2026-05-08 09:07:00""}"
siniestros,"{""id_siniestro"": 19, ""id_poliza"": 19, ""id_asegurado"": 12, ""id_proveedor"": """", ""ramo"": ""GENERALES"", ""cobertura"": ""Riesgos nombrados"", ""fecha_ocurrencia"": ""2025-12-12"", ""fecha_reporte"": ""2026-01-02"", ""monto_reclamado"": ""27525.11"", ""monto_estimado"": ""21271.16"", ""monto_pagado"": ""13315.86"", ""estado"": ""ANTICIPO"", ""sucursal"": ""Sucursal Machala"", ""descripcion"": ""Siniestro simulado de ramo generales por cobertura transporte de mercadería reportado en Machala. Caso marcado como observado para entrenamiento por patrones atipicos simulados."", ""documentos_completos"": ""true"", ""beneficiario"": ""OTRO"", ""dias_desde_inicio_poliza"": 335, ""dias_desde_fin_poliza"": -30, ""dias_entre_ocurrencia_reporte"": 21, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 1, ""created_at"": ""2026-05-06 17:53:00"", ""updated_at"": ""2026-05-09 10:14:00""}"
siniestros,"{""id_siniestro"": 20, ""id_poliza"": 20, ""id_asegurado"": 40, ""id_proveedor"": 29, ""ramo"": ""SALUD"", ""cobertura"": ""Consulta especializada"", ""fecha_ocurrencia"": ""2025-03-17"", ""fecha_reporte"": ""2025-04-09"", ""monto_reclamado"": ""8167.42"", ""monto_estimado"": ""7812.52"", ""monto_pagado"": ""0.00"", ""estado"": ""RESERVA"", ""sucursal"": ""Sucursal Machala"", ""descripcion"": ""Siniestro simulado de ramo salud por cobertura medicamentos reportado en Machala."", ""documentos_completos"": ""false"", ""beneficiario"": ""TALLER"", ""dias_desde_inicio_poliza"": 236, ""dias_desde_fin_poliza"": -494, ""dias_entre_ocurrencia_reporte"": 23, ""historial_siniestros_asegurado"": 0, ""etiqueta_fraude_simulada"": 0, ""created_at"": ""2026-05-07 08:00:00"", ""updated_at"": ""2026-05-10 11:21:00""}"
