id_siniestro,id_poliza,id_asegurado,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada,created_at,updated_at,id_asegurado_poliza,ramo_poliza,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza,created_at_poliza,updated_at_poliza,segmento,antiguedad_meses,ciudad_asegurado,numero_polizas,reclamos_ultimos_12_meses,mora_actual,score_cliente_simulado,created_at_asegurado,updated_at_asegurado,id_vehiculo,placa,chasis,motor,marca,modelo,anio,created_at_vehiculo,updated_at_vehiculo,tipo,ciudad_proveedor,reclamos_asociados,monto_promedio_reclamado,porcentaje_casos_observados,antiguedad_meses_proveedor,created_at_proveedor,updated_at_proveedor,docs_inconsistentes,docs_faltantes,freq_asegurado_18m,freq_vehiculo_18m,freq_conductor_18m,is_rc_only,rc_prev_vehiculo_18m,score_reclamo_vigencia,score_demora_robo,score_freq_asegurado,score_freq_vehiculo,score_freq_conductor,score_rc_only,score_proveedor,score_docs_incompletos,score_docs_inconsistentes,score_dinamica_sospechosa,score_sin_tercero,score_reporte_tardio,score_monto_suma_asegurada,score_total_reglas
31,31,52,24.0,GENERALES,Transporte de mercadería,2024-04-14,2024-05-04,2484.06,2219.73,1664.8,PAGO_TOTAL,Sucursal Manta,Siniestro simulado de ramo generales por cobertura responsabilidad civil reportado en Cuenca.,True,CLINICA,45,-320,20,0,0,2026-05-18 09:17:00,2026-05-21 12:38:00,52,GENERALES,2024-02-29,2025-02-28,1439.99,49211.62,3610.91,CALL_CENTER,Cuenca,VENCIDA,2026-05-15 09:47:00,2026-05-18 12:08:00,INDIVIDUAL,49,Cuenca,1,0,0.0,548.56,2026-05-26 10:04:00,2026-05-02 13:25:00,,,,,,,,,,CLINICA,Portoviejo,6.0,14380.89,16.67,138.0,2026-05-18 12:08:00,2026-05-21 15:29:00,False,False,0,0,0,False,0,0,0,0,0,0,0,5,0,0,0,0,5,0,10
32,32,30,24.0,VEHICULOS,Choque parcial,2024-12-22,2025-01-05,10514.03,10848.76,0.0,NEGATIVA,Sucursal Cuenca,Siniestro simulado de ramo vehiculos por cobertura choque parcial reportado en Manta.,False,CLINICA,62,-303,14,0,0,2026-05-19 10:24:00,2026-05-22 13:45:00,30,VEHICULOS,2024-10-21,2025-10-21,1045.23,34764.13,1569.77,OFICINA,Manta,VENCIDA,2026-05-16 10:54:00,2026-05-19 13:15:00,INDIVIDUAL,165,Manta,2,1,0.0,587.73,2026-05-04 08:30:00,2026-05-07 11:51:00,7.0,QBA-1422,96B739HK4VWEFY4VV,MTR4J6TXJW0Q,TOYOTA,HILUX,2020.0,2026-05-16 10:54:00,2026-05-19 13:15:00,CLINICA,Portoviejo,6.0,14380.89,16.67,138.0,2026-05-18 12:08:00,2026-05-21 15:29:00,True,True,0,0,0,False,0,0,0,0,0,0,0,5,4,10,0,0,5,0,24
33,33,25,,HOGAR,Robo domiciliario,2024-03-29,2024-04-20,3179.47,2885.77,0.0,RESERVA,Sucursal Manta,Siniestro simulado de ramo hogar por cobertura responsabilidad familiar reportado en Quito.,False,ASEGURADO,227,-138,22,1,0,2026-05-20 11:31:00,2026-05-23 14:52:00,25,HOGAR,2023-08-15,2024-08-14,679.72,34535.04,2353.15,AGENTE,Quito,VENCIDA,2026-05-17 11:01:00,2026-05-20 14:22:00,INDIVIDUAL,24,Quito,2,0,0.0,437.17,2026-05-26 13:55:00,2026-05-02 16:16:00,,,,,,,,,,,,,,,,,,True,False,0,0,0,False,0,0,8,0,0,0,0,0,4,10,0,0,5,0,27
34,34,7,14.0,VEHICULOS,Pérdida parcial,2026-01-28,2026-02-04,22960.86,23498.27,10935.71,PAGO_PARCIAL,Sucursal Manta,Siniestro simulado de ramo vehiculos por cobertura daños a terceros reportado en Quito.,False,PROVEEDOR,410,45,7,1,0,2026-05-21 12:38:00,2026-05-24 15:59:00,7,VEHICULOS,2024-12-14,2025-12-14,2359.25,44308.1,2789.77,WEB,Quito,VENCIDA,2026-05-18 12:08:00,2026-05-21 15:29:00,INDIVIDUAL,22,Quito,3,1,0.0,647.34,2026-05-08 15:49:00,2026-05-11 08:10:00,8.0,TBA-1449,D3JYP2WZS793TURGW,MTR66R3Q12L4,NISSAN,FRONTIER,2020.0,2026-05-18 12:08:00,2026-05-21 15:29:00,PROVEEDOR,Guayaquil,5.0,16149.71,21.74,51.0,2026-05-08 12:58:00,2026-05-11 15:19:00,True,False,1,0,1,False,0,0,0,0,0,0,0,5,4,10,0,0,3,0,22
35,35,60,21.0,VIDA,Fallecimiento,2024-08-02,2024-08-21,11058.66,10867.21,5370.16,LIQUIDADO,Sucursal Cuenca,Siniestro simulado de ramo vida por cobertura enfermedad grave reportado en Ambato.,True,ASEGURADO,353,-12,19,1,0,2026-05-22 13:45:00,2026-05-25 16:06:00,60,VIDA,2023-08-15,2024-08-14,7500.04,118181.65,5497.05,CALL_CENTER,Ambato,VENCIDA,2026-05-19 13:15:00,2026-05-22 16:36:00,MASIVO,82,Ambato,2,0,0.0,859.35,2026-05-07 08:00:00,2026-05-10 11:21:00,,,,,,,,,,BENEFICIARIO,Daule,3.0,38119.61,33.33,89.0,2026-05-15 09:47:00,2026-05-18 12:08:00,False,False,0,0,0,False,0,4,0,0,0,0,0,5,0,0,0,0,5,0,14
36,36,6,14.0,SALUD,Hospitalización,2024-02-09,2024-02-18,8518.35,8665.98,6916.53,LIQUIDADO,Matriz Guayaquil,Siniestro simulado de ramo salud por cobertura hospitalización reportado en Ambato.,True,PROVEEDOR,138,-227,9,0,0,2026-05-23 14:52:00,2026-05-26 17:13:00,6,SALUD,2023-09-24,2024-09-23,973.03,43591.62,1601.82,WEB,Ambato,VENCIDA,2026-05-20 14:22:00,2026-05-23 17:43:00,INDIVIDUAL,127,Ambato,2,0,0.0,833.62,2026-05-07 14:42:00,2026-05-10 17:03:00,,,,,,,,,,PROVEEDOR,Guayaquil,5.0,16149.71,21.74,51.0,2026-05-08 12:58:00,2026-05-11 15:19:00,True,False,1,0,1,False,0,0,0,0,0,0,0,5,0,10,0,0,5,0,20
37,37,33,19.0,VEHICULOS,Daños a terceros,2024-04-17,2024-04-27,9819.78,7467.79,0.0,RESERVA,Sucursal Quito,Siniestro simulado de ramo vehiculos por cobertura pérdida parcial reportado en Guayaquil.,False,PERITO,237,-128,10,1,0,2026-05-24 15:59:00,2026-05-27 08:20:00,33,VEHICULOS,2023-08-24,2024-08-23,698.63,24925.02,623.85,AGENTE,Guayaquil,VENCIDA,2026-05-21 15:29:00,2026-05-24 08:50:00,INDIVIDUAL,38,Daule,5,1,0.0,552.03,2026-05-07 11:51:00,2026-05-10 14:12:00,9.0,EBA-1489,NBRM7RBPLBS66HSP6,MTRBHVJFCZFW,VOLKSWAGEN,GOL,2019.0,2026-05-21 15:29:00,2026-05-24 08:50:00,PERITO,Guayaquil,5.0,9182.88,20.0,38.0,2026-05-13 17:33:00,2026-05-16 10:54:00,True,False,0,0,0,False,0,0,0,0,0,0,0,5,4,10,0,0,5,0,24
38,38,16,12.0,SALUD,Medicamentos,2024-12-03,2024-12-12,10523.6,9653.86,8192.37,LIQUIDADO,Matriz Guayaquil,Siniestro simulado de ramo salud por cobertura cirugía ambulatoria reportado en Cuenca.,True,PERITO,391,26,9,0,0,2026-05-25 16:06:00,2026-05-01 09:27:00,16,SALUD,2023-11-08,2024-11-07,449.13,25732.62,1461.49,AGENTE,Cuenca,CANCELADA,2026-05-22 16:36:00,2026-05-25 09:57:00,PYME,38,Cuenca,2,0,0.0,851.45,2026-05-17 14:52:00,2026-05-20 17:13:00,,,,,,,,,,PERITO,Guayaquil,3.0,17027.41,33.33,60.0,2026-05-06 10:44:00,2026-05-09 13:05:00,False,False,1,0,1,False,0,4,0,0,0,0,0,5,0,0,0,0,5,0,14
39,39,23,4.0,VEHICULOS,Daños a terceros,2023-10-20,2023-10-23,6400.44,5406.29,1194.28,PAGO_PARCIAL,Sucursal Cuenca,Siniestro simulado de ramo vehiculos por cobertura choque parcial reportado en Ambato.,False,TALLER,65,-300,3,0,0,2026-05-26 17:13:00,2026-05-02 10:34:00,23,VEHICULOS,2023-08-16,2024-08-15,618.38,11965.21,404.85,BANCA_SEGUROS,Ambato,VENCIDA,2026-05-23 17:43:00,2026-05-26 10:04:00,MASIVO,4,Ambato,2,0,0.0,576.67,2026-05-24 11:41:00,2026-05-27 14:02:00,10.0,HBA-1516,RA9HGECE94FZ6P619,MTROE7S67Q0G,CHEVROLET,SAIL,2014.0,2026-05-23 17:43:00,2026-05-26 10:04:00,TALLER,Santo Domingo,3.0,24763.94,8.17,168.0,2026-05-25 12:48:00,2026-05-01 15:09:00,True,False,1,0,1,False,0,0,0,0,0,0,0,5,4,10,0,0,0,0,19
40,40,35,16.0,VIDA,Fallecimiento,2023-06-27,2023-07-23,35304.67,36687.75,31004.62,LIQUIDADO,Sucursal Machala,Siniestro simulado de ramo vida por cobertura enfermedad grave reportado en Loja.,True,PROVEEDOR,80,-285,26,1,0,2026-05-27 08:20:00,2026-05-03 11:41:00,35,VIDA,2023-04-08,2024-04-07,1994.15,88257.22,4300.05,OFICINA,Loja,VENCIDA,2026-05-24 08:50:00,2026-05-27 11:11:00,PYME,32,Guayaquil,3,0,0.0,627.91,2026-05-09 13:05:00,2026-05-12 16:26:00,,,,,,,,,,PROVEEDOR,Guayaquil,6.0,11257.36,6.63,151.0,2026-05-10 14:12:00,2026-05-13 17:33:00,False,False,0,0,0,False,0,0,0,0,0,0,0,5,0,0,0,0,5,4,14
41,41,39,14.0,VEHICULOS,Pérdida parcial,2023-11-27,2023-12-05,8931.35,8666.61,4078.55,ANTICIPO,Sucursal Quito,Siniestro simulado de ramo vehiculos por cobertura rotura de vidrios reportado en Guayaquil.,False,PROVEEDOR,5,-175,8,0,0,2026-05-01 09:27:00,2026-05-04 12:48:00,39,VEHICULOS,2023-11-22,2024-05-20,2204.09,32011.32,1435.1,WEB,Guayaquil,CANCELADA,2026-05-25 09:57:00,2026-05-01 12:18:00,MASIVO,155,Guayaquil,2,0,0.0,645.66,2026-05-13 17:33:00,2026-05-16 10:54:00,11.0,OBA-1543,DTC5KK91P8HZS0M4D,MTRJJ8UB0UD9,KIA,SPORTAGE,2021.0,2026-05-25 09:57:00,2026-05-01 12:18:00,PROVEEDOR,Guayaquil,5.0,16149.71,21.74,51.0,2026-05-08 12:58:00,2026-05-11 15:19:00,True,False,0,0,0,False,0,8,0,0,0,0,0,5,4,10,0,0,5,0,32
42,42,17,,HOGAR,Incendio,2025-03-24,2025-04-20,26510.8,24535.18,11214.06,ANTICIPO,Sucursal Cuenca,Siniestro simulado de ramo hogar por cobertura robo domiciliario reportado en Cuenca.,False,,171,-9,27,0,0,2026-05-02 10:34:00,2026-05-05 13:55:00,17,HOGAR,2024-10-04,2025-04-02,1628.74,77023.5,3057.94,CALL_CENTER,Cuenca,CANCELADA,2026-05-26 10:04:00,2026-05-02 13:25:00,MASIVO,67,Cuenca,2,0,0.0,681.94,2026-05-18 15:59:00,2026-05-21 08:20:00,,,,,,,,,,,,,,,,,,True,True,1,0,1,False,0,8,0,0,0,0,0,0,4,10,0,0,5,4,31
43,43,33,19.0,OTRO,Asistencia,2025-06-11,2025-07-04,15950.25,13311.76,0.0,RESERVA,Sucursal Manta,Siniestro simulado de ramo otro por cobertura asistencia reportado en Machala. Caso marcado como observado para entrenamiento por patrones atipicos simulados.,False,PERITO,300,-65,23,2,1,2026-05-03 11:41:00,2026-05-06 14:02:00,33,OTRO,2024-08-15,2025-08-15,870.52,17798.66,1363.72,AGENTE,Machala,VENCIDA,2026-05-27 11:11:00,2026-05-03 14:32:00,INDIVIDUAL,38,Daule,5,1,0.0,552.03,2026-05-07 11:51:00,2026-05-10 14:12:00,,,,,,,,,,PERITO,Guayaquil,5.0,9182.88,20.0,38.0,2026-05-13 17:33:00,2026-05-16 10:54:00,True,False,4,0,4,False,0,0,0,8,0,8,0,5,4,10,6,0,5,0,46
44,44,46,4.0,GENERALES,Transporte de mercadería,2024-12-21,2025-01-16,40081.19,30963.86,0.0,RESERVA,Sucursal Quito,Siniestro simulado de ramo generales por cobertura riesgos nombrados reportado en Ambato.,True,TALLER,57,-123,26,0,0,2026-05-04 12:48:00,2026-05-07 15:09:00,46,GENERALES,2024-10-25,2025-04-23,4916.25,78203.83,4933.98,BROKER,Ambato,VENCIDA,2026-05-01 12:18:00,2026-05-04 15:39:00,PYME,114,Ambato,2,0,0.0,773.66,2026-05-20 14:22:00,2026-05-23 17:43:00,,,,,,,,,,TALLER,Santo Domingo,3.0,24763.94,8.17,168.0,2026-05-25 12:48:00,2026-05-01 15:09:00,False,False,1,0,1,False,0,0,0,0,0,0,0,5,0,0,0,0,5,4,14
45,45,14,7.0,SALUD,Cirugía ambulatoria,2025-08-04,2025-08-12,12953.77,12150.19,7794.65,ANTICIPO,Sucursal Cuenca,Siniestro simulado de ramo salud por cobertura consulta especializada reportado en Quito.,True,CLINICA,322,-43,8,0,0,2026-05-05 13:55:00,2026-05-08 16:16:00,14,SALUD,2024-09-16,2025-09-16,1015.97,33789.79,820.91,BROKER,Quito,CANCELADA,2026-05-02 13:25:00,2026-05-05 16:46:00,INDIVIDUAL,36,Quito,1,1,1062.49,783.63,2026-05-15 12:38:00,2026-05-18 15:59:00,,,,,,,,,,CLINICA,Quito,4.0,24617.57,10.58,99.0,2026-05-01 15:09:00,2026-05-04 08:30:00,False,False,0,0,0,False,0,0,0,0,0,0,0,5,0,0,0,0,5,0,10
46,46,56,27.0,VEHICULOS,Robo total,2025-10-30,2025-11-01,8465.85,8129.91,0.0,CIERRE_SIN_CONSECUENCIA,Sucursal Cuenca,Siniestro simulado de ramo vehiculos por cobertura rotura de vidrios reportado en Ambato.,True,TALLER,57,-123,2,2,0,2026-05-06 14:02:00,2026-05-09 17:23:00,56,VEHICULOS,2025-09-03,2026-03-02,1265.21,23524.65,1082.04,BANCA_SEGUROS,Ambato,ANULADA,2026-05-03 14:32:00,2026-05-06 17:53:00,PYME,33,Ambato,4,2,1167.72,717.36,2026-05-03 14:32:00,2026-05-06 17:53:00,12.0,IBA-1609,X46XDAAL5WB8L4SNR,MTRWXF61ZNAZ,NISSAN,FRONTIER,2021.0,2026-05-03 14:32:00,2026-05-06 17:53:00,TALLER,Quito,1.0,8465.85,2.96,89.0,2026-05-21 15:29:00,2026-05-24 08:50:00,False,False,1,0,1,False,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
47,47,39,16.0,GENERALES,Responsabilidad civil,2025-04-01,2025-04-11,10529.68,8859.16,7448.47,PAGO_TOTAL,Sucursal Manta,Siniestro simulado de ramo generales por cobertura responsabilidad civil reportado en Guayaquil.,True,PROVEEDOR,143,-222,10,1,0,2026-05-07 15:09:00,2026-05-10 08:30:00,39,GENERALES,2024-11-09,2025-11-09,1483.77,20834.49,1410.69,BROKER,Guayaquil,VENCIDA,2026-05-04 15:39:00,2026-05-07 08:00:00,MASIVO,155,Guayaquil,2,0,0.0,645.66,2026-05-13 17:33:00,2026-05-16 10:54:00,,,,,,,,,,PROVEEDOR,Guayaquil,6.0,11257.36,6.63,151.0,2026-05-10 14:12:00,2026-05-13 17:33:00,True,False,1,0,1,True,0,0,0,0,0,0,0,5,0,10,0,0,5,0,20
48,48,3,15.0,VEHICULOS,Robo total,2026-03-28,2026-04-20,27857.8,26814.52,0.0,NEGATIVA,Sucursal Cuenca,Siniestro simulado de ramo vehiculos por cobertura pérdida parcial reportado en Quito. Caso marcado como observado para entrenamiento por patrones atipicos simulados.,False,PERITO,250,-115,23,0,1,2026-05-08 16:16:00,2026-05-11 09:37:00,3,VEHICULOS,2025-07-21,2026-07-21,2248.0,32168.81,814.7,WEB,Quito,ACTIVA,2026-05-05 16:46:00,2026-05-08 09:07:00,INDIVIDUAL,38,Machala,1,1,438.62,502.37,2026-05-04 11:21:00,2026-05-07 14:42:00,13.0,RBA-1636,5T3KTVHBRFCVTUPEE,MTRON0GHGPHV,RENAULT,DUSTER,2019.0,2026-05-05 16:46:00,2026-05-08 09:07:00,PERITO,Guayaquil,4.0,18968.45,25.0,79.0,2026-05-09 13:05:00,2026-05-12 16:26:00,True,False,0,0,0,False,0,0,8,0,0,0,0,5,4,10,6,0,5,4,42
49,49,27,21.0,VEHICULOS,Choque parcial,2025-10-11,2025-11-01,13472.48,13662.74,8676.87,ANTICIPO,Sucursal Machala,Siniestro simulado de ramo vehiculos por cobertura pérdida parcial reportado en Daule.,True,ASEGURADO,57,-308,21,0,0,2026-05-09 17:23:00,2026-05-12 10:44:00,27,VEHICULOS,2025-08-15,2026-08-15,1589.51,27106.31,1553.87,BANCA_SEGUROS,Daule,ACTIVA,2026-05-06 17:53:00,2026-05-09 10:14:00,INDIVIDUAL,13,Daule,1,1,735.84,848.15,2026-05-01 15:09:00,2026-05-04 08:30:00,14.0,SBA-1650,CEM2HXD0G2YGN2PSM,MTR3UYN7P8QQ,SUZUKI,VITARA,2021.0,2026-05-06 17:53:00,2026-05-09 10:14:00,BENEFICIARIO,Daule,3.0,38119.61,33.33,89.0,2026-05-15 09:47:00,2026-05-18 12:08:00,False,False,0,0,0,False,0,0,0,0,0,0,0,5,0,0,0,0,5,0,10
50,50,29,14.0,SALUD,Medicamentos,2024-06-16,2024-06-23,32094.22,29406.83,0.0,RESERVA,Matriz Guayaquil,Siniestro simulado de ramo salud por cobertura hospitalización reportado en Santo Domingo.,False,PROVEEDOR,317,-413,7,0,0,2026-05-10 08:30:00,2026-05-13 11:51:00,29,SALUD,2023-08-04,2025-08-03,4207.7,60157.92,3282.31,BROKER,Santo Domingo,VENCIDA,2026-05-07 08:00:00,2026-05-10 11:21:00,MASIVO,168,Santo Domingo,2,1,0.0,987.49,2026-05-03 17:23:00,2026-05-06 10:44:00,,,,,,,,,,PROVEEDOR,Guayaquil,5.0,16149.71,21.74,51.0,2026-05-08 12:58:00,2026-05-11 15:19:00,True,False,0,0,0,False,0,0,0,0,0,0,0,5,4,10,0,0,3,4,26
51,51,53,23.0,VEHICULOS,Choque parcial,2024-02-13,2024-03-04,44900.8,36599.97,0.0,NEGATIVA,Sucursal Cuenca,Siniestro simulado de ramo vehiculos por cobertura choque parcial reportado en Santo Domingo. Caso marcado como observado para entrenamiento por patrones atipicos simulados.,False,CLINICA,285,-80,20,1,1,2026-05-11 09:37:00,2026-05-14 12:58:00,53,VEHICULOS,2023-05-04,2024-05-03,3326.19,44615.88,2649.84,CALL_CENTER,Santo Domingo,SUSPENDIDA,2026-05-08 09:07:00,2026-05-11 12:28:00,CORPORATIVO,117,Santo Domingo,2,0,248.0,465.05,2026-05-27 11:11:00,2026-05-03 14:32:00,15.0,XBA-1677,7X3FMKVUNN1SLRY6K,MTRDMDP7VCA8,CHEVROLET,D-MAX,2023.0,2026-05-08 09:07:00,2026-05-11 12:28:00,CLINICA,Daule,4.0,30334.04,25.0,60.0,2026-05-17 11:01:00,2026-05-20 14:22:00,True,False,0,0,0,False,0,0,0,0,0,0,0,5,4,10,6,0,5,5,35
52,52,44,11.0,SALUD,Medicamentos,2023-08-21,2023-09-19,61696.69,55537.08,0.0,NEGATIVA,Sucursal Machala,Siniestro simulado de ramo salud por cobertura emergencia reportado en Cuenca. Caso marcado como observado para entrenamiento por patrones atipicos simulados.,False,PERITO,69,-296,29,0,1,2026-05-12 10:44:00,2026-05-15 13:05:00,44,SALUD,2023-06-13,2024-06-12,4802.64,65631.12,1294.31,CALL_CENTER,Cuenca,VENCIDA,2026-05-09 10:14:00,2026-05-12 13:35:00,CORPORATIVO,51,Cuenca,1,0,0.0,552.64,2026-05-18 12:08:00,2026-05-21 15:29:00,,,,,,,,,,PERITO,Ambato,5.0,18791.9,40.0,133.0,2026-05-05 09:37:00,2026-05-08 12:58:00,True,True,0,0,0,False,0,0,0,0,0,0,0,10,4,10,6,0,5,4,39
53,53,19,18.0,GENERALES,Responsabilidad civil,2026-02-02,2026-02-28,51494.61,41958.44,24246.39,ANTICIPO,Sucursal Quito,Siniestro simulado de ramo generales por cobertura riesgos nombrados reportado en Manta.,True,PERITO,366,1,26,0,0,2026-05-13 11:51:00,2026-05-16 14:12:00,19,GENERALES,2025-02-01,2026-02-01,3511.01,101425.05,2425.9,OFICINA,Manta,VENCIDA,2026-05-10 11:21:00,2026-05-13 14:42:00,PYME,140,Manta,1,1,246.58,658.28,2026-05-20 17:13:00,2026-05-23 10:34:00,,,,,,,,,,PERITO,Guayaquil,4.0,25946.51,11.01,24.0,2026-05-12 16:26:00,2026-05-15 09:47:00,False,False,0,0,0,True,0,8,0,0,0,0,0,5,0,0,0,0,5,4,22
54,54,33,7.0,HOGAR,Robo domiciliario,2024-11-22,2024-11-24,35106.75,35595.82,8964.76,PAGO_PARCIAL,Matriz Guayaquil,Siniestro simulado de ramo hogar por cobertura responsabilidad familiar reportado en Daule.,True,CLINICA,282,-83,2,3,0,2026-05-14 12:58:00,2026-05-17 15:19:00,33,HOGAR,2024-02-14,2025-02-13,2697.62,74619.73,3330.25,CALL_CENTER,Daule,VENCIDA,2026-05-11 12:28:00,2026-05-14 15:49:00,INDIVIDUAL,38,Daule,5,1,0.0,552.03,2026-05-07 11:51:00,2026-05-10 14:12:00,,,,,,,,,,CLINICA,Quito,4.0,24617.57,10.58,99.0,2026-05-01 15:09:00,2026-05-04 08:30:00,False,False,2,0,2,False,0,0,4,4,0,4,0,5,0,0,0,0,0,4,21
55,55,23,,VEHICULOS,Daños a terceros,2023-07-13,2023-07-19,4913.19,4402.23,3679.51,LIQUIDADO,Sucursal Cuenca,Siniestro simulado de ramo vehiculos por cobertura pérdida parcial reportado en Ambato.,True,OTRO,157,-208,6,1,0,2026-05-15 13:05:00,2026-05-18 16:26:00,23,VEHICULOS,2023-02-06,2024-02-06,629.19,10815.57,722.72,AGENTE,Ambato,VENCIDA,2026-05-12 13:35:00,2026-05-15 16:56:00,MASIVO,4,Ambato,2,0,0.0,576.67,2026-05-24 11:41:00,2026-05-27 14:02:00,16.0,YBA-1730,VMLP582LBEYMC5MB2,MTRNGVMTCV92,TOYOTA,HILUX,2016.0,2026-05-12 13:35:00,2026-05-15 16:56:00,,,,,,,,,False,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
56,56,38,24.0,SALUD,Consulta especializada,2025-08-27,2025-09-01,1985.44,1694.78,1271.09,PAGO_TOTAL,Matriz Guayaquil,Siniestro simulado de ramo salud por cobertura consulta especializada reportado en Loja.,False,CLINICA,60,-120,5,0,0,2026-05-16 14:12:00,2026-05-19 17:33:00,38,SALUD,2025-06-28,2025-12-25,1488.32,56070.31,593.58,WEB,Loja,CANCELADA,2026-05-13 14:42:00,2026-05-16 17:03:00,CORPORATIVO,30,Loja,1,1,0.0,666.96,2026-05-12 16:26:00,2026-05-15 09:47:00,,,,,,,,,,CLINICA,Portoviejo,6.0,14380.89,16.67,138.0,2026-05-18 12:08:00,2026-05-21 15:29:00,True,True,0,0,0,False,0,0,0,0,0,0,0,5,4,10,0,0,3,0,22
57,57,45,,SALUD,Emergencia,2025-01-16,2025-01-23,5762.43,4475.17,3609.92,LIQUIDADO,Sucursal Cuenca,Siniestro simulado de ramo salud por cobertura medicamentos reportado en Machala.,False,,102,-263,7,1,0,2026-05-17 15:19:00,2026-05-20 08:40:00,45,SALUD,2024-10-06,2025-10-06,3579.65,48540.81,865.25,OFICINA,Machala,SUSPENDIDA,2026-05-14 15:49:00,2026-05-17 08:10:00,VIP,176,Machala,2,0,0.0,735.87,2026-05-19 13:15:00,2026-05-22 16:36:00,,,,,,,,,,,,,,,,,,True,True,1,0,1,False,0,0,0,0,0,0,0,0,4,10,0,0,3,0,17
58,58,17,,VIDA,Enfermedad grave,2024-03-09,2024-03-15,114940.44,114131.6,74561.8,ANTICIPO,Sucursal Manta,Siniestro simulado de ramo vida por cobertura gastos funerarios reportado en Cuenca. Caso marcado como observado para entrenamiento por patrones atipicos simulados.,False,OTRO,187,7,6,1,1,2026-05-18 16:26:00,2026-05-21 09:47:00,17,VIDA,2023-09-04,2024-03-02,6937.54,149640.1,7436.19,WEB,Cuenca,VENCIDA,2026-05-15 16:56:00,2026-05-18 09:17:00,MASIVO,67,Cuenca,2,0,0.0,681.94,2026-05-18 15:59:00,2026-05-21 08:20:00,,,,,,,,,,,,,,,,,,True,False,0,0,0,False,0,8,0,0,0,0,0,0,4,10,6,0,3,4,35
59,59,21,1.0,SALUD,Cirugía ambulatoria,2025-07-12,2025-08-02,417.87,418.65,54.51,ANTICIPO,Sucursal Manta,Siniestro simulado de ramo salud por cobertura hospitalización reportado en Portoviejo.,False,PROVEEDOR,397,32,21,0,0,2026-05-19 17:33:00,2026-05-22 10:54:00,21,SALUD,2024-06-10,2025-06-10,177.77,11282.81,733.28,AGENTE,Portoviejo,VENCIDA,2026-05-16 17:03:00,2026-05-19 10:24:00,CORPORATIVO,25,Portoviejo,3,3,0.0,399.72,2026-05-22 09:27:00,2026-05-25 12:48:00,,,,,,,,,,PROVEEDOR,Loja,1.0,417.87,7.77,44.0,2026-05-22 09:27:00,2026-05-25 12:48:00,True,False,0,0,0,False,0,0,0,0,0,0,0,0,4,10,0,0,5,0,19
60,60,35,33.0,HOGAR,Incendio,2024-02-04,2024-02-24,6029.65,5527.7,4913.6,LIQUIDADO,Sucursal Manta,Siniestro simulado de ramo hogar por cobertura responsabilidad familiar reportado en Guayaquil.,False,CLINICA,157,-23,20,2,0,2026-05-20 08:40:00,2026-05-23 11:01:00,35,HOGAR,2023-08-31,2024-02-27,1000.85,21887.26,614.1,CALL_CENTER,Guayaquil,VENCIDA,2026-05-17 08:10:00,2026-05-20 11:31:00,PYME,32,Guayaquil,3,0,0.0,627.91,2026-05-09 13:05:00,2026-05-12 16:26:00,,,,,,,,,,CLINICA,Ambato,1.0,6029.65,12.81,56.0,2026-05-27 11:11:00,2026-05-03 14:32:00,True,True,1,0,1,False,0,4,0,0,0,0,0,0,4,10,0,0,5,0,23
61,61,12,29.0,SALUD,Cirugía ambulatoria,2024-12-23,2025-01-20,9589.49,8803.02,8348.83,LIQUIDADO,Sucursal Machala,Siniestro simulado de ramo salud por cobertura medicamentos reportado en Manta.,False,TALLER,378,13,28,1,0,2026-05-21 09:47:00,2026-05-24 12:08:00,12,SALUD,2023-12-11,2024-12-10,762.88,24345.86,454.19,CALL_CENTER,Manta,VENCIDA,2026-05-18 09:17:00,2026-05-21 12:38:00,INDIVIDUAL,135,Machala,3,1,0.0,525.25,2026-05-13 10:24:00,2026-05-16 13:45:00,,,,,,,,,,TALLER,Santo Domingo,3.0,26505.98,33.33,140.0,2026-05-23 17:43:00,2026-05-26 10:04:00,True,False,1,0,1,False,0,4,0,0,0,0,0,5,4,10,0,0,5,0,28
62,62,49,10.0,SALUD,Emergencia,2026-05-19,2026-05-20,3503.54,3211.02,1000.43,ANTICIPO,Sucursal Manta,Siniestro simulado de ramo salud por cobertura cirugía ambulatoria reportado en Ambato.,True,ASEGURADO,532,-198,1,1,0,2026-05-22 10:54:00,2026-05-25 13:15:00,49,SALUD,2024-12-03,2026-12-03,1188.17,24718.06,1122.41,BANCA_SEGUROS,Ambato,ACTIVA,2026-05-19 10:24:00,2026-05-22 13:45:00,MASIVO,107,Ambato,4,2,545.21,500.41,2026-05-23 17:43:00,2026-05-26 10:04:00,,,,,,,,,,BENEFICIARIO,Guayaquil,1.0,3503.54,18.92,69.0,2026-05-04 08:30:00,2026-05-07 11:51:00,True,False,1,0,1,False,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
